SA2_MAINCODE_2016,SA2_NAME_2016,POA_CODE_2016,POA_NAME_2016,RATIO,PERCENTAGE
217041477,Moyne - East,3268,3268,0.0707938,7.0793786
217041477,Moyne - East,3270,3270,0.0305769,3.0576899
217041477,Moyne - East,3271,3271,0.01687,1.6870017
217041477,Moyne - East,3272,3272,0.2295527,22.9552686
217041477,Moyne - East,3273,3273,0.0215394,2.1539385
217041477,Moyne - East,3274,3274,0.0363006,3.6300643
217041477,Moyne - East,3276,3276,0.0719988,7.1998813
217041477,Moyne - East,3277,3277,0.0607019,6.0701906
217041477,Moyne - East,3278,3278,0.046995,4.6995023
217041477,Moyne - East,3279,3279,0.0436813,4.3681271
217041477,Moyne - East,3281,3281,0.1150776,11.5077562
217041477,Moyne - East,3289,3289,0.0021088,0.2108751
217041477,Moyne - East,3293,3293,0.0051213,0.5121252
217041477,Moyne - East,3351,3351,0.0015063,0.1506251
217041477,Moyne - East,3379,3379,0.006025,0.6025003
217041478,Moyne - West,3275,3275,0.0453339,4.5333907
217041478,Moyne - West,3282,3282,0.2502388,25.0238823
217041478,Moyne - West,3283,3283,0.1444952,14.4495195
217041478,Moyne - West,3284,3284,0.3672364,36.7236406
217041478,Moyne - West,3285,3285,0.0647627,6.4762717
217041478,Moyne - West,3286,3286,0.0587112,5.8711157
217041478,Moyne - West,3287,3287,0.0457586,4.5758577
217041478,Moyne - West,3289,3289,0.0035036,0.3503557
217041478,Moyne - West,3301,3301,0.0097675,0.9767492
217041478,Moyne - West,3304,3304,0.0101922,1.0192169
217041479,Warrnambool - North,3280,3280,0.9558928,95.5892831
217041479,Warrnambool - North,3281,3281,0.0441072,4.4107169
217041480,Warrnambool - South,3277,3277,0.1174601,11.74601
217041480,Warrnambool - South,3280,3280,0.8825399,88.25399
301011001,Alexandra Hills,4160,4160,0.0147338,1.4733765
301011001,Alexandra Hills,4161,4161,0.9852662,98.5266235
301011002,Belmont - Gumdale,4153,4153,0.5928582,59.2858197
301011002,Belmont - Gumdale,4154,4154,0.2119573,21.1957313
301011002,Belmont - Gumdale,4155,4155,0.1951845,19.5184491
301011003,Birkdale,4159,4159,0.9643933,96.4393281
301011003,Birkdale,4160,4160,0.0356067,3.5606719
301011004,Capalaba,4157,4157,0.9856013,98.5601271
301011004,Capalaba,4159,4159,0.0060896,0.6089588
301011004,Capalaba,4161,4161,0.0083091,0.8309141
301011005,Thorneside,4158,4158,1,100
301011006,Wellington Point,4160,4160,1,100
301021007,Cleveland,4163,4163,1,100
301021008,Ormiston,4160,4160,1,99.9999998
301021009,Redland Bay,4165,4165,1,100
301021011,Sheldon - Mount Cotton,4157,4157,0.2147651,21.4765088
301021011,Sheldon - Mount Cotton,4165,4165,0.7852349,78.5234912
301021012,Thornlands,4164,4164,1,100
301021013,Victoria Point,4165,4165,1,100
301021527,Redland Islands,4183,4183,0.2334293,23.3429325
301021527,Redland Islands,4184,4184,0.7665707,76.6570667
301031014,Brisbane Port - Lytton,4178,4178,0.9999991,99.9999091
301031015,Manly - Lota,4179,4179,1,100
301031016,Manly West,4179,4179,1,100
301031017,Murarrie,4172,4172,1,100
301031018,Tingalpa,4154,4154,0.0478211,4.782111
301031018,Tingalpa,4173,4173,0.9521789,95.217889
301031019,Wakerley,4154,4154,1,100
301031020,Wynnum,4178,4178,0.9668634,96.6863382
301031020,Wynnum,4179,4179,0.0331366,3.3136618
301031021,Wynnum West - Hemmant,4174,4174,0.1605264,16.0526404
301031021,Wynnum West - Hemmant,4178,4178,0.8394736,83.9473596
302011022,Bald Hills,4034,4034,0.1081192,10.8119171
302011022,Bald Hills,4036,4036,0.8918808,89.1880829
302011023,Bridgeman Downs,4034,4034,0.0120704,1.2070433
302011023,Bridgeman Downs,4035,4035,0.9879296,98.7929565
302011024,Carseldine,4034,4034,0.9699414,96.9941422
302011024,Carseldine,4035,4035,0.0300586,3.0058578
302011025,Everton Park,4053,4053,1,100
302011026,McDowall,4035,4035,0.0169716,1.6971606
302011026,McDowall,4053,4053,0.9830284,98.3028394
302021027,Aspley,4034,4034,1,100
302021028,Chermside,4032,4032,1,100
302021029,Chermside West,4032,4032,1,100
302021030,Geebung,4034,4034,1,99.9999993
302021031,Kedron - Gordon Park,4031,4031,0.9911137,99.1113685
302021031,Kedron - Gordon Park,4053,4053,0.0088863,0.8886305
302021032,Stafford,4053,4053,1,100
302021033,Stafford Heights,4032,4032,0.0310259,3.1025895
302021033,Stafford Heights,4053,4053,0.9689741,96.8974105
302021034,Wavell Heights,4012,4012,0.9907038,99.070385
302021034,Wavell Heights,4014,4014,0.0092962,0.929615
302031035,Boondall,4034,4034,1,100
302031036,Brisbane Airport,4008,4008,0.5515469,55.1546948
302031036,Brisbane Airport,4014,4014,0.4484526,44.8452588
302031037,Eagle Farm - Pinkenba,4007,4007,0.682597,68.2596951
302031037,Eagle Farm - Pinkenba,4008,4008,0.3174017,31.7401701
302031038,Northgate - Virginia,4013,4013,0.6794658,67.9465753
302031038,Northgate - Virginia,4014,4014,0.3205342,32.0534229
302031039,Nudgee - Banyo,4014,4014,1,100
302031040,Nundah,4012,4012,0.9924732,99.2473193
302031040,Nundah,4013,4013,0.0075268,0.7526807
302041041,Bracken Ridge,4017,4017,1,100
302041042,Brighton (Qld),4017,4017,1,100
302041043,Deagon,4017,4017,1,100
302041044,Sandgate - Shorncliffe,4017,4017,1,100
302041045,Taigum - Fitzgibbon,4018,4018,1,100
302041046,Zillmere,4034,4034,1,100
303011047,Camp Hill,4151,4151,0.0034041,0.3404109
303011047,Camp Hill,4152,4152,0.9937293,99.3729279
303011047,Camp Hill,4170,4170,0.0028666,0.2866612
303011048,Cannon Hill,4170,4170,0.9677756,96.777561
303011048,Cannon Hill,4172,4172,0.0322244,3.222439
303011049,Carina,4152,4152,1,100
303011050,Carina Heights,4152,4152,1,100
303011051,Carindale,4152,4152,1,100
303021052,Annerley,4103,4103,0.995707,99.5707027
303021052,Annerley,4121,4121,0.004293,0.4292973
303021053,Coorparoo,4120,4120,0.0023026,0.2302566
303021053,Coorparoo,4151,4151,0.9894829,98.9482864
303021053,Coorparoo,4152,4152,0.0082146,0.8214569
303021054,Fairfield - Dutton Park,4102,4102,0.3783219,37.8321926
303021054,Fairfield - Dutton Park,4103,4103,0.6216781,62.1678072
303021055,Greenslopes,4120,4120,0.9670958,96.7095821
303021055,Greenslopes,4151,4151,0.0329042,3.2904179
303021056,Holland Park,4120,4120,0.0087793,0.8779311
303021056,Holland Park,4121,4121,0.981359,98.1358983
303021056,Holland Park,4151,4151,0.0098617,0.9861707
303021057,Holland Park West,4121,4121,1,99.9999997
303021058,Woolloongabba,4102,4102,1,99.9999998
303021059,Yeronga,4104,4104,0.6912463,69.1246326
303021059,Yeronga,4105,4105,0.3087537,30.8753674
303031060,Eight Mile Plains,4113,4113,1,99.9999999
303031061,Macgregor (Qld),4109,4109,1,100
303031062,Mansfield (Qld),4122,4122,0.9967842,99.67842
303031062,Mansfield (Qld),4152,4152,0.0032158,0.32158
303031063,Mount Gravatt,4122,4122,1,99.9999999
303031064,Rochedale - Burbank,4123,4123,0.5028445,50.2844516
303031064,Rochedale - Burbank,4156,4156,0.4971555,49.7155484
303031065,Upper Mount Gravatt,4122,4122,1,100
303031066,Wishart,4122,4122,1,100
303041067,Coopers Plains,4107,4107,0.0533406,5.334062
303041067,Coopers Plains,4108,4108,0.9466594,94.6659378
303041068,Moorooka,4105,4105,0.9846316,98.4631622
303041068,Moorooka,4121,4121,0.0153684,1.5368377
303041069,Robertson,4108,4108,0.0248532,2.4853222
303041069,Robertson,4109,4109,0.9751468,97.5146778
303041070,Salisbury - Nathan,4107,4107,0.8344242,83.4424205
303041070,Salisbury - Nathan,4111,4111,0.1655758,16.5575795
303041071,Tarragindi,4105,4105,0.0091657,0.9165716
303041071,Tarragindi,4121,4121,0.9908343,99.0834283
303051072,Algester,4115,4115,1,100
303051073,Calamvale - Stretton,4116,4116,0.9991512,99.9151223
303051073,Calamvale - Stretton,4117,4117,0.0008488,0.0848777
303051074,Pallara - Willawong,4078,4078,0.2575243,25.7524338
303051074,Pallara - Willawong,4110,4110,0.7424757,74.2475662
303051075,Parkinson - Drewvale,4115,4115,0.698755,69.8754957
303051075,Parkinson - Drewvale,4116,4116,0.301245,30.1245043
303051076,Rocklea - Acacia Ridge,4106,4106,0.166073,16.6073038
303051076,Rocklea - Acacia Ridge,4108,4108,0.0563706,5.6370564
303051076,Rocklea - Acacia Ridge,4110,4110,0.7775564,77.7556397
303061077,Kuraby,4112,4112,0.9674758,96.7475761
303061077,Kuraby,4113,4113,0.0325242,3.2524239
303061078,Runcorn,4113,4113,1,99.9999999
303061079,Sunnybank,4108,4108,0.0177161,1.7716105
303061079,Sunnybank,4109,4109,0.9822839,98.2283895
303061080,Sunnybank Hills,4109,4109,1,100
304011081,Jindalee - Mount Ommaney,4074,4074,1,100
304011082,Middle Park - Jamboree Heights,4074,4074,1,100
304011083,Riverhills,4074,4074,1,100
304011084,Seventeen Mile Rocks - Sinnamon Park,4073,4073,0.9559439,95.594392
304011084,Seventeen Mile Rocks - Sinnamon Park,4074,4074,0.0169527,1.6952678
304011084,Seventeen Mile Rocks - Sinnamon Park,4075,4075,0.0271034,2.7103396
304011085,Westlake,4074,4074,1,100
304021086,Bellbowrie - Moggill,4070,4070,1,100
304021087,Brookfield - Kenmore Hills,4069,4069,1,100
304021088,Chapel Hill,4068,4068,0.0133851,1.3385066
304021088,Chapel Hill,4069,4069,0.9866149,98.6614934
304021089,Fig Tree Pocket,4069,4069,1,100
304021090,Kenmore,4069,4069,1,100
304021091,Pinjarra Hills - Pullenvale,4069,4069,0.7214205,72.1420541
304021091,Pinjarra Hills - Pullenvale,4070,4070,0.2785795,27.8579459
304031092,Chelmer - Graceville,4068,4068,0.4027741,40.2774084
304031092,Chelmer - Graceville,4075,4075,0.5972259,59.7225916
304031093,Corinda,4075,4075,1,100
304031094,Indooroopilly,4068,4068,1,99.9999996
304031095,Sherwood,4075,4075,1,100
304031096,St Lucia,4067,4067,0.8286351,82.8635126
304031096,St Lucia,4072,4072,0.1713649,17.1364874
304031097,Taringa,4066,4066,0.0356297,3.5629731
304031097,Taringa,4068,4068,0.9643703,96.4370269
304041098,Enoggera,4051,4051,1,100
304041099,Enoggera Reservoir,4520,4520,1,100
304041100,Keperra,4053,4053,0.0388912,3.8891231
304041100,Keperra,4054,4054,0.9611088,96.1108769
304041101,Mitchelton,4051,4051,0.0094679,0.9467906
304041101,Mitchelton,4053,4053,0.9905321,99.0532093
304041102,Mount Coot-tha,4066,4066,1,100
304041103,The Gap,4061,4061,1,100
304041104,Upper Kedron - Ferny Grove,4055,4055,1,100
305011105,Brisbane City,4000,4000,1,100
305011106,Fortitude Valley,4000,4000,0.0477591,4.7759076
305011106,Fortitude Valley,4006,4006,0.9522409,95.2240924
305011107,Highgate Hill,4101,4101,0.9654197,96.5419666
305011107,Highgate Hill,4102,4102,0.0345803,3.4580334
305011108,Kangaroo Point,4169,4169,1,100
305011109,New Farm,4005,4005,0.9800047,98.0004729
305011109,New Farm,4006,4006,0.0199953,1.9995271
305011110,South Brisbane,4101,4101,0.986015,98.6014976
305011110,South Brisbane,4102,4102,0.013985,1.3985021
305011111,Spring Hill,4000,4000,0.9924242,99.2424249
305011111,Spring Hill,4006,4006,0.0075758,0.7575751
305011112,West End,4101,4101,1,100
305021113,Balmoral,4170,4170,0.0624852,6.2485169
305021113,Balmoral,4171,4171,0.9375148,93.7514831
305021114,Bulimba,4171,4171,1,100
305021115,East Brisbane,4102,4102,0.0005191,0.0519121
305021115,East Brisbane,4169,4169,0.9994809,99.9480879
305021116,Hawthorne,4170,4170,0.0261674,2.616742
305021116,Hawthorne,4171,4171,0.9738326,97.383258
305021117,Morningside - Seven Hills,4170,4170,0.9828802,98.288025
305021117,Morningside - Seven Hills,4171,4171,0.0171198,1.711975
305021118,Norman Park,4152,4152,0.0224045,2.2404528
305021118,Norman Park,4170,4170,0.9775955,97.7595472
305031119,Albion,4007,4007,0.1777378,17.7737836
305031119,Albion,4010,4010,0.8078995,80.7899511
305031119,Albion,4011,4011,0.0143627,1.4362653
305031120,Alderley,4051,4051,1,100
305031121,Ascot,4007,4007,1,100
305031122,Clayfield,4007,4007,0.0277671,2.776714
305031122,Clayfield,4011,4011,0.9618321,96.1832082
305031122,Clayfield,4030,4030,0.0104008,1.0400776
305031123,Grange,4051,4051,1,100
305031124,Hamilton (Qld),4007,4007,1,99.9999998
305031125,Hendra,4011,4011,1,99.9999981
305031126,Kelvin Grove - Herston,4006,4006,0.210704,21.0704037
305031126,Kelvin Grove - Herston,4029,4029,0.0080429,0.8042894
305031126,Kelvin Grove - Herston,4059,4059,0.7812531,78.1253069
305031127,Newmarket,4051,4051,1,100
305031128,Newstead - Bowen Hills,4005,4005,0.5030991,50.309914
305031128,Newstead - Bowen Hills,4006,4006,0.4969009,49.690086
305031129,Wilston,4051,4051,1,100
305031130,Windsor,4010,4010,0.0055394,0.5539397
305031130,Windsor,4030,4030,0.9850436,98.5043639
305031130,Windsor,4051,4051,0.009417,0.9416964
305031131,Wooloowin - Lutwyche,4011,4011,0.0418033,4.1803252
305031131,Wooloowin - Lutwyche,4030,4030,0.9581967,95.8196746
305041132,Ashgrove,4051,4051,0.0045806,0.4580608
305041132,Ashgrove,4060,4060,0.9790493,97.9049337
305041132,Ashgrove,4061,4061,0.0163701,1.6370054
305041133,Auchenflower,4066,4066,1,100
305041134,Bardon,4064,4064,0.009561,0.9561016
305041134,Bardon,4065,4065,0.9673075,96.7307503
305041134,Bardon,4066,4066,0.0231315,2.3131482
305041135,Paddington - Milton,4064,4064,0.9845442,98.4544206
305041135,Paddington - Milton,4065,4065,0.0093475,0.9347501
305041135,Paddington - Milton,4066,4066,0.0061083,0.6108293
305041136,Red Hill (Qld),4059,4059,0.9797557,97.975568
305041136,Red Hill (Qld),4064,4064,0.0202443,2.0244319
305041137,Toowong,4066,4066,0.9829067,98.2906745
305041137,Toowong,4068,4068,0.0170933,1.7093255
306011138,Brinsmead,4870,4870,1,100
306011139,Clifton Beach - Kewarra Beach,4871,4871,0.0022134,0.2213418
306011139,Clifton Beach - Kewarra Beach,4879,4879,0.9977866,99.7786582
306011140,Freshwater - Stratford,4870,4870,1,100
306011141,Redlynch,4870,4870,0.8400249,84.0024882
306011141,Redlynch,4878,4878,0.1599751,15.9975118
306011142,Trinity Beach - Smithfield,4878,4878,0.381229,38.1229036
306011142,Trinity Beach - Smithfield,4879,4879,0.618771,61.8770964
306011143,Yorkeys Knob - Machans Beach,4878,4878,1,100
306021144,Bentley Park,4869,4869,1,100
306021145,Cairns City,4870,4870,1,100
306021146,Earlville - Bayview Heights,4868,4868,0.5121865,51.2186455
306021146,Earlville - Bayview Heights,4870,4870,0.4878135,48.7813545
306021147,Edmonton,4869,4869,1,100
306021148,Gordonvale - Trinity,4865,4865,0.9356069,93.5606915
306021148,Gordonvale - Trinity,4869,4869,0.0290173,2.9017343
306021148,Gordonvale - Trinity,4871,4871,0.0353757,3.5375738
306021149,Kanimbla - Mooroobool,4870,4870,1,100
306021150,Lamb Range,4870,4870,1,100
306021151,Manoora,4870,4870,1,100
306021152,Manunda,4870,4870,1,100
306021153,Mount Sheridan,4868,4868,1,100
306021154,Westcourt - Bungalow,4870,4870,1,99.9999998
306021155,White Rock,4868,4868,1,100
306021156,Whitfield - Edge Hill,4870,4870,1,100
306021157,Woree,4868,4868,1,100
306031158,Babinda,4860,4860,0.2167569,21.6756878
306031158,Babinda,4861,4861,0.3389033,33.8903335
306031158,Babinda,4871,4871,0.4443398,44.4339786
306031159,Innisfail,4860,4860,1,100
306031160,Johnstone,4852,4852,0.0636813,6.3681344
306031160,Johnstone,4855,4855,0.0975517,9.755169
306031160,Johnstone,4856,4856,0.0890524,8.9052387
306031160,Johnstone,4858,4858,0.1878726,18.7872604
306031160,Johnstone,4859,4859,0.0598757,5.9875682
306031160,Johnstone,4860,4860,0.1263478,12.6347834
306031160,Johnstone,4871,4871,0.3756185,37.561846
306031161,Tully,4816,4816,0.0598701,5.9870104
306031161,Tully,4849,4849,0.1277417,12.7741741
306031161,Tully,4852,4852,0.2987856,29.878557
306031161,Tully,4854,4854,0.5136026,51.3602585
306031162,Wooroonooran,4860,4860,1,100
306031163,Yarrabah,4871,4871,1,100
306041164,Daintree,4873,4873,0.9980995,99.8099454
306041164,Daintree,4895,4895,0.0019005,0.1900546
306041165,Port Douglas,4873,4873,0.0225849,2.258493
306041165,Port Douglas,4877,4877,0.9774151,97.741507
306051166,Atherton,4872,4872,0.0446044,4.4604443
306051166,Atherton,4882,4882,0.2550028,25.5002771
306051166,Atherton,4883,4883,0.7003928,70.0392786
306051167,Herberton,4872,4872,0.1420285,14.2028479
306051167,Herberton,4887,4887,0.3069081,30.6908086
306051167,Herberton,4888,4888,0.5510634,55.1063435
306051168,Kuranda,4881,4881,1,100
306051169,Malanda - Yungaburra,4860,4860,0.0003549,0.0354904
306051169,Malanda - Yungaburra,4872,4872,0.1219686,12.1968576
306051169,Malanda - Yungaburra,4883,4883,0.1069443,10.6944296
306051169,Malanda - Yungaburra,4884,4884,0.22075,22.0750002
306051169,Malanda - Yungaburra,4885,4885,0.4506092,45.0609177
306051169,Malanda - Yungaburra,4886,4886,0.099373,9.9373044
306051170,Mareeba,4880,4880,1,100
307011171,Balonne,2406,2406,0.034427,3.4426978
307011171,Balonne,4486,4486,0.1529575,15.2957463
307011171,Balonne,4487,4487,0.702403,70.2403013
307011171,Balonne,4488,4488,0.0515249,5.1524945
307011171,Balonne,4497,4497,0.0586876,5.8687601
307011172,Chinchilla,4410,4410,0.000863,0.0863026
307011172,Chinchilla,4412,4412,0.0237948,2.3794847
307011172,Chinchilla,4413,4413,0.9667119,96.6711866
307011172,Chinchilla,4610,4610,0.0066576,0.6657629
307011172,Chinchilla,4626,4626,0.0019726,0.1972632
307011173,Goondiwindi,4390,4390,1,100
307011174,Inglewood - Waggamba,2406,2406,0.0024143,0.2414292
307011174,Inglewood - Waggamba,4352,4352,0.0210043,2.1004344
307011174,Inglewood - Waggamba,4357,4357,0.0007243,0.0724288
307011174,Inglewood - Waggamba,4384,4384,0.0154515,1.5451472
307011174,Inglewood - Waggamba,4385,4385,0.2812649,28.1264928
307011174,Inglewood - Waggamba,4387,4387,0.3083053,30.8305293
307011174,Inglewood - Waggamba,4388,4388,0.1009175,10.0917473
307011174,Inglewood - Waggamba,4390,4390,0.1260261,12.6026068
307011174,Inglewood - Waggamba,4494,4494,0.0327137,3.2713665
307011174,Inglewood - Waggamba,4496,4496,0.0535973,5.3597297
307011174,Inglewood - Waggamba,4497,4497,0.0159343,1.5934333
307011174,Inglewood - Waggamba,4498,4498,0.0416465,4.1646547
307011175,Miles - Wandoan,4415,4415,0.4898159,48.981592
307011175,Miles - Wandoan,4416,4416,0.1226994,12.2699388
307011175,Miles - Wandoan,4418,4418,0.0267485,2.6748464
307011175,Miles - Wandoan,4419,4419,0.2257669,22.57669
307011175,Miles - Wandoan,4420,4420,0.0026994,0.2699386
307011175,Miles - Wandoan,4424,4424,0.0581595,5.8159504
307011175,Miles - Wandoan,4425,4425,0.0530061,5.3006128
307011175,Miles - Wandoan,4427,4427,0.0149693,1.4969336
307011175,Miles - Wandoan,4428,4428,0.006135,0.6134971
307011176,Roma,4455,4455,1,100
307011177,Roma Region,4417,4417,0.1144868,11.448678
307011177,Roma Region,4423,4423,0.0151047,1.5104703
307011177,Roma Region,4426,4426,0.023172,2.3171988
307011177,Roma Region,4427,4427,0.0501201,5.0120147
307011177,Roma Region,4428,4428,0.1098524,10.9852372
307011177,Roma Region,4454,4454,0.1198078,11.9807762
307011177,Roma Region,4455,4455,0.2832132,28.3213188
307011177,Roma Region,4461,4461,0.0104703,1.0470306
307011177,Roma Region,4462,4462,0.0188809,1.8880879
307011177,Roma Region,4465,4465,0.2109509,21.0950919
307011177,Roma Region,4467,4467,0.0336423,3.3642295
307011177,Roma Region,4487,4487,0.0085822,0.8582218
307011177,Roma Region,4488,4488,0.0017164,0.1716444
307011178,Tara,4405,4405,0.0587956,5.879564
307011178,Tara,4406,4406,0.1787577,17.8757722
307011178,Tara,4413,4413,0.0367473,3.6747275
307011178,Tara,4421,4421,0.5855856,58.5585551
307011178,Tara,4422,4422,0.1140351,11.4035097
307011178,Tara,4423,4423,0.0260787,2.6078714
307021179,Crows Nest - Rosalie,4306,4306,0.0221807,2.2180716
307021179,Crows Nest - Rosalie,4352,4352,0.2340649,23.4064933
307021179,Crows Nest - Rosalie,4353,4353,0.0338548,3.3854776
307021179,Crows Nest - Rosalie,4354,4354,0.1420733,14.207332
307021179,Crows Nest - Rosalie,4355,4355,0.3119308,31.1930832
307021179,Crows Nest - Rosalie,4401,4401,0.0394583,3.9458331
307021179,Crows Nest - Rosalie,4402,4402,0.0344385,3.4438482
307021179,Crows Nest - Rosalie,4403,4403,0.0370068,3.7006773
307021179,Crows Nest - Rosalie,4404,4404,0.0091058,0.9105767
307021179,Crows Nest - Rosalie,4614,4614,0.1358861,13.5886068
307021180,Jondaryan,4350,4350,0.0300892,3.0089194
307021180,Jondaryan,4352,4352,0.0151777,1.5177738
307021180,Jondaryan,4356,4356,0.089735,8.9735043
307021180,Jondaryan,4400,4400,0.016376,1.6375981
307021180,Jondaryan,4401,4401,0.715484,71.548398
307021180,Jondaryan,4403,4403,0.0652377,6.5237652
307021180,Jondaryan,4404,4404,0.0459326,4.5932632
307021180,Jondaryan,4405,4405,0.0103848,1.038477
307021180,Jondaryan,4407,4407,0.011583,1.1583011
307021181,Millmerran,4352,4352,0.0890639,8.9063905
307021181,Millmerran,4357,4357,0.778249,77.8249017
307021181,Millmerran,4407,4407,0.1326871,13.2687078
307021182,Pittsworth,4350,4350,0.0233979,2.3397936
307021182,Pittsworth,4352,4352,0.0272394,2.7239381
307021182,Pittsworth,4356,4356,0.7887201,78.8720139
307021182,Pittsworth,4358,4358,0.0167627,1.6762698
307021182,Pittsworth,4363,4363,0.1035446,10.3544597
307021182,Pittsworth,4364,4364,0.0403352,4.0335249
307021183,Wambo,4404,4404,0.0068283,0.6828349
307021183,Wambo,4405,4405,0.8299976,82.9997649
307021183,Wambo,4406,4406,0.041441,4.1441011
307021183,Wambo,4408,4408,0.0370261,3.702612
307021183,Wambo,4410,4410,0.0656346,6.5634585
307021183,Wambo,4411,4411,0.0163056,1.6305627
307021183,Wambo,4610,4610,0.0027667,0.2766659
307031184,Clifton - Greenmount,4358,4358,0.1201708,12.0170819
307031184,Clifton - Greenmount,4359,4359,0.2547784,25.4778355
307031184,Clifton - Greenmount,4360,4360,0.1197642,11.9764153
307031184,Clifton - Greenmount,4361,4361,0.5052867,50.5286673
307031185,Southern Downs - East,4370,4370,0.5504405,55.0440481
307031185,Southern Downs - East,4371,4371,0.1679389,16.7938921
307031185,Southern Downs - East,4372,4372,0.0368761,3.6876106
307031185,Southern Downs - East,4373,4373,0.2447445,24.4744493
307031186,Southern Downs - West,4352,4352,0.0263383,2.6338338
307031186,Southern Downs - West,4361,4361,0.0366167,3.6616704
307031186,Southern Downs - West,4362,4362,0.5297645,52.97645
307031186,Southern Downs - West,4365,4365,0.1092077,10.9207717
307031186,Southern Downs - West,4370,4370,0.2282655,22.82655
307031186,Southern Downs - West,4374,4374,0.0698072,6.9807241
307031187,Stanthorpe,4380,4380,1,100
307031188,Stanthorpe Region,4352,4352,0.0530421,5.3042126
307031188,Stanthorpe Region,4374,4374,0.0048535,0.4853528
307031188,Stanthorpe Region,4375,4375,0.032588,3.258797
307031188,Stanthorpe Region,4376,4376,0.0549488,5.4948846
307031188,Stanthorpe Region,4377,4377,0.0838967,8.3896693
307031188,Stanthorpe Region,4378,4378,0.0887502,8.87502
307031188,Stanthorpe Region,4380,4380,0.4094297,40.9429732
307031188,Stanthorpe Region,4381,4381,0.1020974,10.2097422
307031188,Stanthorpe Region,4382,4382,0.090137,9.0136951
307031188,Stanthorpe Region,4383,4383,0.0802565,8.0256533
307031189,Warwick,4370,4370,1,100
308011190,Central Highlands - East,4702,4702,0.1443356,14.4335606
308011190,Central Highlands - East,4712,4712,0.0371188,3.7118837
308011190,Central Highlands - East,4713,4713,0.1327445,13.2744514
308011190,Central Highlands - East,4717,4717,0.6524079,65.2407911
308011190,Central Highlands - East,4718,4718,0.0333931,3.3393133
308011191,Central Highlands - West,4702,4702,0.3465832,34.6583196
308011191,Central Highlands - West,4709,4709,0.1392467,13.9246711
308011191,Central Highlands - West,4720,4720,0.1062446,10.6244629
308011191,Central Highlands - West,4721,4721,0.0104282,1.0428168
308011191,Central Highlands - West,4722,4722,0.2224267,22.2426733
308011191,Central Highlands - West,4723,4723,0.1750706,17.5070561
308011192,Emerald,4720,4720,1,100
308031205,Berserker,4701,4701,1,100
308031206,Bouldercombe,4699,4699,0.2455954,24.5595369
308031206,Bouldercombe,4702,4702,0.7544046,75.4404631
308031207,Emu Park,4703,4703,0.1127793,11.2779304
308031207,Emu Park,4710,4710,0.8872207,88.7220696
308031208,Frenchville - Mount Archer,4701,4701,1,100
308031209,Glenlee - Rockyview,4701,4701,0.3265717,32.6571749
308031209,Glenlee - Rockyview,4702,4702,0.3010644,30.106443
308031209,Glenlee - Rockyview,4711,4711,0.3723638,37.2363821
308031210,Gracemere,4702,4702,1,100
308031211,Lakes Creek,4701,4701,1,100
308031212,Mount Morgan,4714,4714,1,100
308031213,Norman Gardens,4701,4701,1,100
308031214,Park Avenue,4701,4701,1,99.9999994
308031215,Parkhurst - Kawana,4701,4701,0.638514,63.8513986
308031215,Parkhurst - Kawana,4702,4702,0.361486,36.1486013
308031216,Rockhampton - West,4700,4700,1,100
308031217,Rockhampton City,4700,4700,1,100
308031218,Rockhampton Region - East,4701,4701,0.1791002,17.9100154
308031218,Rockhampton Region - East,4702,4702,0.6638606,66.386065
308031218,Rockhampton Region - East,4703,4703,0.1570392,15.7039193
308031219,Rockhampton Region - North,4700,4700,0.011446,1.1445961
308031219,Rockhampton Region - North,4701,4701,0.0105116,1.0511561
308031219,Rockhampton Region - North,4702,4702,0.1144594,11.4459433
308031219,Rockhampton Region - North,4703,4703,0.7636064,76.3606375
308031219,Rockhampton Region - North,4704,4704,0.0317683,3.1768269
308031219,Rockhampton Region - North,4705,4705,0.0422799,4.2279883
308031219,Rockhampton Region - North,4706,4706,0.0259285,2.5928511
308031220,Rockhampton Region - West,4702,4702,1,100
308031221,Shoalwater Bay,4703,4703,0.9999569,99.9956877
308031222,The Range - Allenstown,4700,4700,1,100
308031223,Yeppoon,4703,4703,1,100
308041528,Banana,4419,4419,0.0042308,0.4230815
308041528,Banana,4420,4420,0.1343284,13.4328364
308041528,Banana,4702,4702,0.2281114,22.8111411
308041528,Banana,4715,4715,0.1599483,15.9948282
308041528,Banana,4716,4716,0.1035374,10.3537429
308041528,Banana,4718,4718,0.2510283,25.1028311
308041528,Banana,4719,4719,0.1188154,11.8815387
308041529,Biloela,4715,4715,1,100
308051530,Agnes Water - Miriam Vale,4670,4670,0.0011649,0.1164919
308051530,Agnes Water - Miriam Vale,4674,4674,0.2436346,24.3634551
308051530,Agnes Water - Miriam Vale,4676,4676,0.0261275,2.612749
308051530,Agnes Water - Miriam Vale,4677,4677,0.5894491,58.9449137
308051530,Agnes Water - Miriam Vale,4678,4678,0.1396239,13.9623893
308051531,Boyne Island - Tannum Sands,4680,4680,1,100
308051532,Callemondah,4680,4680,0.9999996,99.99996
308051533,Clinton - New Auckland,4680,4680,1,100
308051534,Gladstone,4680,4680,1,100
308051535,Gladstone Hinterland,4680,4680,0.8770191,87.7019056
308051535,Gladstone Hinterland,4694,4694,0.0152978,1.5297843
308051535,Gladstone Hinterland,4695,4695,0.0951201,9.512007
